GCF_000006175.1,1
GCF_000006805.1,1
GCF_000007005.1,1
GCF_000007065.1,1
GCF_000007305.1,1
GCF_000007345.1,1
GCF_000008265.1,1
GCF_000008645.1,1
GCF_000008665.1,1
GCF_000009185.1,1
GCF_000009965.1,1
GCF_000011085.1,1
GCF_000011105.1,1
GCF_000011185.1,1
GCF_000011205.1,1
GCF_000011585.1,1
GCF_000012285.1,1
GCF_000012545.1,1
GCF_000013445.1,1
GCF_000013725.1,1
GCF_000015145.1,1
GCF_000015205.1,1
GCF_000015225.1,1
GCF_000015765.1,1
GCF_000015825.1,1
GCF_000015945.1,1
GCF_000016125.1,1
GCF_000016525.1,1
GCF_000016605.1,1
GCF_000017165.1,1
GCF_000017185.1,1
GCF_000017225.1,1
GCF_000017625.1,1
GCF_000017945.1,1
GCF_000018305.1,1
GCF_000018365.1,1
GCF_000018485.1,1
GCF_000019605.1,1
GCF_000020905.1,1
GCF_000021965.1,1
GCF_000022205.1,1
GCF_000022365.1,1
GCF_000022385.1,1
GCF_000022405.1,1
GCF_000022425.1,1
GCF_000022445.1,1
GCF_000022465.1,1
GCF_000022485.1,1
GCF_000022545.1,1
GCF_000023945.1,1
GCF_000023965.1,1
GCF_000023985.1,1
GCF_000024185.1,1
GCF_000024305.1,1
GCF_000024625.1,1
GCF_000024745.1,1
GCF_000025285.1,1
GCF_000025325.1,1
GCF_000025505.1,1
GCF_000025525.1,1
GCF_000025625.1,1
GCF_000025665.1,1
GCF_000025685.1,1
GCF_000025865.1,1
GCF_000026045.1,1
GCF_000063445.1,1
GCF_000069025.1,1
GCF_000091665.1,1
GCF_000092185.1,1
GCF_000092305.1,1
GCF_000092465.1,1
GCF_000144915.1,1
GCF_000145295.1,1
GCF_000147875.1,1
GCF_000148385.1,1
GCF_000151085.1,1
GCF_000151105.2,1
GCF_000151205.2,1
GCF_000151225.1,1
GCF_000151245.1,1
GCF_000152265.2,1
GCF_000166095.1,1
GCF_000172995.2,1
GCF_000175555.1,1
GCF_000179575.2,1
GCF_000186365.1,1
GCF_000187225.1,1
GCF_000189555.1,1
GCF_000189575.1,1
GCF_000189795.1,1
GCF_000189815.1,1
GCF_000189835.1,1
GCF_000189855.1,1
GCF_000189895.1,1
GCF_000189915.1,1
GCF_000189935.1,1
GCF_000189955.1,1
GCF_000189975.1,1
GCF_000189995.1,1
GCF_000190015.1,1
GCF_000190035.1,1
GCF_000190055.1,1
GCF_000190075.1,1
GCF_000190095.1,1
GCF_000190115.1,1
GCF_000190135.1,1
GCF_000190155.1,1
GCF_000190175.1,1
GCF_000190315.1,1
GCF_000191585.1,1
GCF_000193375.1,1
GCF_000194625.1,1
GCF_000195895.1,1
GCF_000195915.1,1
GCF_000195935.2,1
GCF_000196655.1,1
GCF_000196895.1,1
GCF_000204415.1,1
GCF_000204925.1,1
GCF_000211475.1,1
GCF_000213215.1,1
GCF_000214415.1,1
GCF_000214725.1,1
GCF_000215915.2,1
GCF_000215995.1,1
GCF_000217715.1,1
GCF_000217995.1,1
GCF_000220175.1,1
GCF_000220645.1,1
GCF_000221185.1,1
GCF_000223395.1,1
GCF_000223905.1,1
GCF_000224475.1,1
GCF_000226975.2,1
GCF_000230715.2,1
GCF_000230735.2,1
GCF_000230955.2,1
GCF_000231015.2,1
GCF_000235565.1,1
GCF_000235685.2,1
GCF_000237865.1,1
GCF_000241145.1,1
GCF_000242875.2,1
GCF_000243255.1,1
GCF_000243315.1,1
GCF_000243455.1,1
GCF_000245095.1,1
GCF_000245115.1,1
GCF_000245135.1,1
GCF_000245155.1,1
GCF_000245175.1,1
GCF_000245195.1,1
GCF_000245215.1,1
GCF_000245235.1,1
GCF_000245255.1,1
GCF_000245275.1,1
GCF_000246985.2,1
GCF_000251105.1,1
GCF_000253055.1,1
GCF_000258515.1,1
GCF_000259215.1,1
GCF_000263735.1,1
GCF_000264495.1,1
GCF_000265525.1,1
GCF_000275605.1,1
GCF_000275865.1,1
GCF_000281695.1,1
GCF_000283335.1,1
GCF_000296615.1,1
GCF_000299395.1,1
GCF_000300255.2,1
GCF_000302455.1,1
GCF_000304355.2,1
GCF_000306725.1,1
GCF_000306765.2,1
GCF_000308215.1,1
GCF_000317795.1,1
GCF_000320505.1,1
GCF_000327485.1,1
