name,taxid
Wenzhouxiangellaceae,1676141
Wenzhouxiangella,1676142
Woeseiaceae,1738654
Woeseia,1738655
Methylococcales,135618
Methylococcaceae,403
Methylococcus,413
Methylomonas,416
Methylobacter,429
Methylosarcina,160800
Methylomicrobium,39773
Methylocaldum,73778
Methylovulum,762296
Methylomarinum,1221209
Methyloglobulus,1410680
Methyloprofundus,1565313
Methylogaea,1295378
Methylothermaceae,1486721
Methylohalobius,244364
Crenotrichaceae,89377
Crenothrix,200670
Legionellales,118969
Legionellaceae,444
Legionella,445
Tatlockia,465
Fluoribacter,461
Coxiellaceae,118968
Coxiella,776
Diplorickettsia,873565
Candidatus Berkiella,1755683
Rickettsiella,59195
Pasteurellales,135625
Pasteurellaceae,712
Haemophilus,724
Actinobacillus,713
Aggregatibacter,416916
Avibacterium,292486
Histophilus,214906
Pasteurella,745
Gallibacterium,155493
Rodentibacter,1960084
Chelonobacter,658623
Mannheimia,75984
Muribacter,1857532
Basfia,697331
Bibersteinia,476528
Testudinibacter,1755672
Necropsobacter,908284
Vibrionales,135623
Vibrionaceae,641
Photobacterium,657
Vibrio,662
Aliivibrio,511678
Grimontia,246861
Enterovibrio,188143
Salinivibrio,51366
Candidatus Photodesmus,1076727
Thaumasiovibrio,2014233
Aeromonadales,135624
Aeromonadaceae,84642
Aeromonas,642
Oceanimonas,129577
Tolumonas,43947
Oceanisphaera,225143
Succinivibrionaceae,83763
Ruminobacter,866
Anaerobiospirillum,13334
Succinatimonas,674963
Succinivibrio,83770
Succinimonas,83768
Cardiobacteriales,135615
Cardiobacteriaceae,868
Dichelobacter,869
Cardiobacterium,2717
Suttonella,13275
Rappaport,1955421
Oceanospirillales,135619
Oceanospirillaceae,135620
Oceanospirillum,965
Marinomonas,28253
Nitrincola,267849
Amphritea,515417
Marinobacterium,48075
Marinospirillum,64968
Neptunomonas,75687
Thalassolituus,187492
Oleispira,188907
Neptuniibacter,459520
Motiliproteus,1775292
Oceanobacter,196079
Balneatrix,75683
Bermanella,599651
Oleibacter,759360
Halomonadaceae,28256
Kushneria,504090
Halomonas,2745
Cobetia,204286
Chromohalobacter,42054
Salinicola,404432
Candidatus Carsonella,114185
Candidatus Portiera,235572
Zymobacter,33073
Candidatus Evansia,1495768
Carnimonas,64322
Halotalea,376488
Saccharospirillaceae,255527
Gynuella,1445504
Saccharospirillum,231683
Reinekea,230494
Oleiphilaceae,191033
Oleiphilus,141450
Alcanivoracaceae,224372
Alcanivorax,59753
Marinicella,863253
Hahellaceae,224379
Endozoicomonas,305899
Hahella,158481
Zooshikella,202771
Terasakiispira,1861843
Kangiellaceae,1920240
Kangiella,261963
Orbales,1240482
Orbaceae,1240483
Gilliamella,1193503
Frischella,1335631
Candidatus Schmidhempelia,1505768
Nevskiales,1775403
Sinobacteraceae,568386
Solimonas,413435
Nevskia,64001
Steroidobacter,469322
Polycyclovorans,1274363
Hydrocarboniphaga,243627
Algiphilaceae,1266054
Algiphilus,1266053
Acidiferrobacterales,1692040
Acidiferrobacteraceae,1692041
Acidiferrobacter,986106
Salinisphaerales,742030
Salinisphaeraceae,742031
Salinisphaera,180541
Immundisolibacterales,1934945
Immundisolibacteraceae,1934946
Immundisolibacter,1934947
Betaproteobacteria,28216
Nitrosomonadales,32003
Methylophilaceae,32011
Methylophilus,16
Methylobacillus,404
Methylovorus,81682
Methylotenera,359407
Candidatus Methylopumilus,1679002
Nitrosomonadaceae,206379
Nitrosomonas,914
Nitrosospira,35798
Nitrosovibrio,1232
Thiobacillaceae,2008790
Thiobacillus,919
Gallionellaceae,90627
Ferriphaselus,1443590
Gallionella,96
Sulfuricella,935200
Sulfuriferula,1778653
Sideroxydans,314343
Sterolibacteriaceae,2008793
Sulfuritalea,1054211
Methyloversatilis,378210
Sterolibacterium,157591
Neisseriales,206351
Neisseriaceae,481
Vitreoscilla,59
Neisseria,482
Bergeriella,334108
Kingella,32257
Eikenella,538
Simonsiella,71
Crenobacter,1654931
Snodgrassella,1193515
Alysiella,194195
Conchiformibius,334107
Stenoxybacter,422440
Amantichitinum,1433987
Morococcus,212742
Chromobacteriaceae,1499392
Aquaspirillum,187
Chromobacterium,535
Andreprevotia,397275
Gulbenkiania,397456
Deefgea,400947
Aquitalea,407217
Pseudogulbenkiania,568394
Chitinilyticum,551208
Chitinibacter,230666
Chitiniphilus,585890
Laribacter,168470
Paludibacterium,400060
Microvirgula,57479
Vogesella,57739
Jeongeupia,885864
Leeia,650341
Burkholderiales,80840
Leptothrix,88
Thiomonas,32012
Ideonella,36862
Methylibium,316612
Rubrivivax,28067
Rhizobacter,212743
Xylophilus,54066
Sphaerotilus,34102
Roseateles,93681
Mitsuaria,65047
Tepidimonas,114248
Paucibacter,318147
Aquabacterium,92793
Aquincola,391952
Alcaligenaceae,506
Achromobacter,222
Alcaligenes,507
Bordetella,517
Candidimonas,1074468
Castellaniella,359336
Azohydromonas,312063
Oligella,90243
Pelistega,106146
Orrella,1921582
Taylorella,29574
Pigmentiphaga,152267
Basilea,1472344
Advenella,290425
Pusillimonas,305976
Paenalcaligenes,1100891
Brackiella,124224
Derxia,203697
Kerstersia,257820
Comamonadaceae,80864
Comamonas,283
Acidovorax,12916
Delftia,80865
Hydrogenophaga,47420
Rhodoferax,28065
Curvibacter,281915
Limnohabitans,665874
Polaromonas,52972
Variovorax,34072
Hylemonella,232523
Xenophilus,151754
Pelomonas,335058
Diaphorobacter,238749
Brachymonas,28219
Candidatus Symbiobacter,1436289
Pseudorhodoferax,747294
Ramlibacter,174951
Lampropedia,198705
Caldimonas,196013
Pseudacidovorax,433923
Verminephrobacter,364316
Alicycliphilus,201096
Ottowia,219181
Simplicispira,352450
Melaminivora,1649468
Caenimonas,763439
Burkholderiaceae,119060
Burkholderia,32008
Ralstonia,48736
Pandoraea,93217
Candidatus Glomeribacter,224135
Cupriavidus,106589
Paraburkholderia,1822464
Limnobacter,131079
Caballeronia,1827195
Polynucleobacter,44013
Lautropia,47670
Chitinimonas,240411
Oxalobacteraceae,75682
Oxalobacter,846
Herbaspirillum,963
Janthinobacterium,29580
Massilia,149698
Collimonas,202907
Noviherbaspirillum,1344552
Duganella,75654
Herminiimonas,303379
Pseudoduganella,1522432
Sutterellaceae,995019
Duodenibacillus,1980697
Dakarella,1987748
Sutterella,40544
Parasutterella,577310
Rhodocyclales,206389
Zoogloeaceae,2008794
Zoogloea,349
Azoarcus,12960
Thauera,33057
Uliginosibacterium,392735
Rhodocyclaceae,75787
Azovibrio,146935
Azospira,146937
Aromatoleum,551759
Azonexaceae,2008795
Azonexus,146936
Dechloromonas,73029
Ferrovales,1442155
Ferrovaceae,1442156
Ferrovum,416212
Candidatus Profftella,1381133
Kinetoplastibacterium,33055
Candidatus Accumulibacter,327159
Deltaproteobacteria,28221
Desulfuromonadales,69541
Desulfuromonadaceae,213421
Pelobacter,18
Desulfuromonas,890
Malonomonas,57039
Geobacteraceae,213422
Geothermobacter,213223
Geobacter,28231
Geopsychrobacter,271087
Geoalkalibacter,392332
Myxococcales,29
Myxococcaceae,31
Myxococcus,32
Corallococcus,83461
Archangiaceae,39
Stigmatella,40
Cystobacter,42
Archangium,47
Hyalangium,224455
Anaeromyxobacteraceae,1524215
Anaeromyxobacter,161492
Vulgatibacteraceae,1524213
Vulgatibacter,1524214
Polyangiaceae,49
Chondromyces,50
Sorangium,39643
Pajaroellobacter,1882917
Sandaracinaceae,1055686
Sandaracinus,1055688
Kofleriaceae,224464
Haliangium,162027
Nannocystaceae,224463
Plesiocystis,191767
Desulfovibrionales,213115
Desulfovibrionaceae,194924
Desulfovibrio,872
Desulfocurvus,700595
Mailhella,1981028
Lawsonia,41707
Bilophila,35832
Halodesulfovibrio,1912771
Desulfomicrobiaceae,213116
Desulfomicrobium,898
Desulfoplanes,1634037
Desulfohalobiaceae,213117
Desulfovermiculus,339721
Desulfonatronospira,488937
Desulfonatronovibrio,53244
Desulfohalobium,45662
Desulfonatronaceae,224380
Desulfonatronum,66848
Desulfobacterales,213118
Desulfobulbaceae,213121
Desulfobulbus,893
Desulfurivibrio,427922
Desulfopila,429014
Desulfotalea,109168
Desulfofustis,51194
Desulfocapsa,53318
Desulfobacteraceae,213119
Desulfococcus,896
Desulfobacter,2289
Desulfobacterium,2295
Desulfatitalea,1303912
Desulfosarcina,2299
Desulforegula,153027
Desulfobacula,28222
Desulfatibacillum,218207
Desulfospira,53328
Desulfotignum,115780
Desulfamplus,1246635
Desulfatirhabdium,497742
Desulfatiglans,1549126
Bdellovibrionales,213481
Bdellovibrionaceae,213483
Bdellovibrio,958
Bacteriovoracaceae,263369
Bacteriovorax,146784
Halobacteriovoraceae,1652132
Halobacteriovorax,1652133
Syntrophobacterales,213462
Syntrophaceae,213468
Desulfomonile,2357
Syntrophus,43773
Desulfobacca,60892
Syntrophobacteraceae,213465
Syntrophobacter,29526
Desulfacinum,35836
Syntrophorhabdaceae,513556
Syntrophorhabdus,513557
Candidatus Babela,1551504
Deferrisoma,1125862
Dissulfuribacter,1433998
Desulfurellales,213113
Desulfurellaceae,117942
Hippea,84404
Desulfurella,33001
Desulfarculales,453227
Desulfarculaceae,453228
Dethiosulfatarculus,1775574
Desulfocarbo,1535192
Desulfarculus,453229
Candidatus Desulfofervidaceae,1902584
Candidatus Desulfofervidus,1902583
Epsilonproteobacteria,29547
Campylobacterales,213849
Campylobacteraceae,72294
Campylobacter,194
Arcobacter,28196
Sulfurospirillum,57665
Helicobacteraceae,72293
Helicobacter,209
Wolinella,843
Sulfurimonas,202746
Sulfuricurvum,286130
Nitratifractor,269260
Sulfurovum,265570
Nitratiruptor,269258
Nautiliales,235899
Nautiliaceae,224467
Lebetimonas,267989
Caminibacter,191301
Nautilia,191291
Alphaproteobacteria,28211
Caulobacterales,204458
Caulobacteraceae,76892
Phenylobacterium,20
Caulobacter,75
Brevundimonas,41275
Asticcacaulis,76890
Woodsholea,240236
Rhizobiales,356
Rhizobiaceae,82115
Rhizobium,379
Agrobacterium,357
Neorhizobium,1525371
Pararhizobium,1612611
Pseudorhizobium,1903858
Sinorhizobium,28105
Ensifer,106591
Liberibacter,34019
Kaistia,166953
Shinella,323620
Hyphomicrobiaceae,45401
Hyphomicrobium,81
Rhodomicrobium,1068
Blastochloris,59282
Pelagibacterium,1082930
Devosia,46913
Prosthecomicrobium,81894
Rhodoplanes,29407
Cucumibacter,1121251
Filomicrobium,119044
Maritalea,623276
Methylocystaceae,31993
Methylocystis,133
Methylosinus,425
Terasakiella,196080
Methylopila,61653
Pleomorphomonas,261933
Xanthobacteraceae,335928
Azorhizobium,6
Xanthobacter,279
Ancylobacter,99
Starkeya,152053
Pseudolabrys,556257
Labrys,204476
Pseudoxanthobacter,433838
Brucellaceae,118882
Brucella,234
Ochrobactrum,528
Pseudochrobactrum,354349
Bradyrhizobiaceae,41294
Bradyrhizobium,374
Nitrobacter,911
Afipia,1033
Rhodopseudomonas,1073
Rhodoblastus,168658
Bosea,85413
Salinarimonas,690086
Tardiphaga,1395974
Oligotropha,40136
Phyllobacteriaceae,69277
Mesorhizobium,68287
Chelativorans,449972
Phyllobacterium,28100
Hoeflea,274591
Pseudaminobacter,93368
Aminobacter,31988
Nitratireductor,245876
Paramesorhizobium,1759400
Aquamicrobium,69278
Aliihoeflea,610116
Methylobacteriaceae,119045
Methylobacterium,407
Microvirga,186650
Meganema,356797
Beijerinckiaceae,45404
Beijerinckia,532
Methylocella,120652
Methylocapsa,184923
Chelatococcus,28209
Methyloferula,1143004
Bartonellaceae,772
Bartonella,773
Pseudorhodoplanes,1734920
Methyloceanibacter,1484898
Methyloligella,1485594
Methylobrevis,1775716
Aurantimonadaceae,255475
Aureimonas,414371
Fulvimarina,217510
Aurantimonas,182269
Martelella,293088
Rhodobiaceae,119043
Parvibaculum,256616
Tepidicaulis,1742977
Lutibaculum,1358438
Amorphus,580880
Afifella,643217
Candidatus Phaeomarinobacter,1541445
Rhodobacterales,204455
Hyphomonadaceae,69657
Hyphomonas,85
Maricaulis,74317
Hirschia,2723
Euryhalocaulis,1712422
Henriciella,453849
Oceanicaulis,153232
Hellea,574559
Ponticaulis,1123044
Robiginitomaculum,437506
Rhodobacteraceae,31989
Paracoccus,265
Pseudoruegeria,311411
Rhodobacter,1060
Salipiger,263377
Sulfitobacter,60136
Donghicola,393277
Acuticoccus,1904377
Roseobacter,2433
Pacificibacter,1042323
Pseudooceanicola,1679449
Leisingera,191028
Pseudovibrio,258255
Sediminimonas,659427
Marivita,659428
Thalassobacter,266808
Ruegeria,97050
Tateyamaria,299261
Dinoroseobacter,309512
Wenxinia,653686
Thioclava,285107
Roseivivax,93682
Aestuariivita,1608457
Stappia,152161
Roseovarius,74030
Halocynthiibacter,1579315
Rhodovulum,34008
Phaeobacter,302485
Maritimibacter,404235
Planktomarina,1284657
Tropicibacter,599653
Thalassobius,335927
Actibacterium,1433986
Jannaschia,188905
Loktanella,245186
Planktotalea,1195766
Octadecabacter,53945
Roseibium,150830
Ahrensia,152180
Nereida,282198
Brevirhabdus,1855413
Pseudorhodobacter,238783
Sedimentitalea,1541818
Defluviimonas,1097466
Labrenzia,478070
Roseisalinus,289239
Oceaniovalibus,1207070
Roseibacterium,159345
Celeribacter,875170
Pseudopelagicola,1649483
Paenirhodobacter,1470577
Litoreibacter,947567
Falsirhodobacter,1434002
Rubellimicrobium,295418
Puniceibacterium,1608404
Mameliella,1434019
Confluentimicrobium,1609958
Gemmobacter,204456
Oceanicola,252301
Marinovum,367771
Rhodobaca,119541
Shimia,573139
Pelagicola,765413
Thiobacimonas,1701761
Maribius,387095
Pelagibaca,360528
Sagittula,58842
Palleronia,315422
Marivivens,1759396
Haematobacter,366614
Ponticoccus,983507
Nautella,481445
Nesiotobacter,500577
Aquimixticola,1774278
Nioella,1775424
Pannonibacter,227873
Pseudodonghicola,1649481
Pseudooctadecabacter,1686374
Pseudophaeobacter,1541822
Aliiroseovarius,1658781
Natronohydrobacter,87171
Yangia,354203
Pontibaca,1400059
Roseibaca,1400060
Ketogulonicigenium,92944
Oceanibulbus,225421
Xuhuaishuia,1932719
Citreicella,282682
Thalassobium,633130
Roseinatronobacter,121820
Rhodospirillales,204441
Rhodospirillaceae,41295
Magnetospirillum,13134
Azospirillum,191
Thalassospira,168934
Novispirillum,660514
Rhodospirillum,1081
Phaeospirillum,85265
Oceanibaculum,659693
Magnetovibrio,1313115
Magnetospira,1182780
Rhodocista,34023
Insolitispirillum,660628
Pararhodospirillum,1612157
Rhodovibrio,85274
Skermanella,204447
Candidatus Endolissoclinum,1263978
Caenispirillum,414051
Thalassobaculum,526215
Nitrospirillum,1543705
Elstera,1091044
Niveispirillum,1543704
Tistrella,171436
Inquilinus,171673
Fodinicurvata,1121829
Dongia,1146845
Nisaea,390876
Haematospirillum,1804663
Acetobacteraceae,433
Acetobacter,434
Komagataeibacter,1434011
Acidomonas,34000
Gluconobacter,441
Acidiphilium,522
Acidocella,50709
Granulibacter,364409
Saccharibacter,231052
Neokomagataea,1223423
Roseomonas,125216
Gluconacetobacter,89583
Asaia,91914
Kozakia,153497
Commensalibacter,1079922
Parasaccharibacter,1602345
Acidisphaera,50714
Tanticharoenia,444052
Rubritepida,182402
Neoasaia,320496
Belnapia,365532
Bombella,1654741
Reyranella,445219
Elioraea,457933
Enhydrobacter,212791
Sphingomonadales,204457
Sphingomonadaceae,41297
Sphingopyxis,165697
Zymomonas,541
Sphingomonas,13687
Sphingobium,165695
Blastomonas,150203
Novosphingobium,165696
Sandarakinorhabdus,362865
Sphingorhabdus,1434046
Citromicrobium,72173
Pacificimonas,1960290
Erythrobacteraceae,335929
Erythrobacter,1041
Porphyrobacter,1111
Altererythrobacter,361177
Croceicoccus,1295327
Rickettsiales,766
Anaplasmataceae,942
Anaplasma,768
Ehrlichia,943
Neorickettsia,33993
Wolbachia,953
Candidatus Neoehrlichia,467749
Rickettsiaceae,775
Rickettsia,780
Orientia,69474
Occidentia,1930933
Candidatus Midichloriaceae,1328881
Candidatus Midichloria,411566
Candidatus Jidaibacter,1891672
Candidatus Hepatobacter,1274401
Sneathiellales,510684
Sneathiellaceae,510685
Oceanibacterium,1314700
Sneathiella,510690
Holosporales,1921002
Holosporaceae,44746
Holospora,44747
Caedibacter,28905
Candidatus Nucleicultrix,1509243
Candidatus Paracaedibacteraceae,1777752
Candidatus Odyssella,84646
Candidatus Paracaedibacter,1521255
Geminicoccus,489140
Thermopetrobacter,1495041
Candidatus Puniceispirillum,767891
Micavibrio,213485
Polymorphum,991903
Pelagibacterales,54526
Pelagibacteraceae,1655514
Candidatus Pelagibacter,198251
Magnetococcales,1191478
Magnetococcaceae,1191479
Magnetococcus,162171
Magnetofaba,1472292
Kordiimonadales,362534
Kordiimonadaceae,1331809
Kordiimonas,288021
Kiloniellales,597358
Kiloniellaceae,597359
Kiloniella,454159
Parvularculales,255473
Parvularculaceae,255474
Parvularcula,208215
Acidithiobacillia,1807140
Acidithiobacillales,225057
Acidithiobacillaceae,225058
Acidithiobacillus,119977
Thermithiobacillaceae,225059
Thermithiobacillus,119979
Zetaproteobacteria,580370
Mariprofundales,580371
Mariprofundaceae,580372
Mariprofundus,377315
Hydrogenophilalia,2008785
Hydrogenophilales,119069
Hydrogenophilaceae,206349
Tepidiphilus,203470
Bacteroidetes,976
Flavobacteriia,117743
Flavobacteriales,200644
Flavobacteriaceae,49546
Flavobacterium,237
Elizabethkingia,308865
Chryseobacterium,59732
Empedobacter,59734
Psychroflexus,83612
Myroides,76831
Zunongwangia,417127
Polaribacter,52959
Cellulophaga,104264
Aquimarina,290174
Weeksella,1013
Capnocytophaga,1016
Maribacter,252356
Leeuwenhoekiella,283735
Bergeyella,59735
Muricauda,111500
Salegentibacter,143222
Ochrovirga,1916646
Joostella,453850
Olleya,336276
Aequorivita,153265
Nonlabens,363408
Sediminicola,389486
Zobellia,112040
Siansivirga,1204360
Apibacter,1778601
Tenacibaculum,104267
Psychroserpens,49277
Arenibacter,178469
Algibacter,261827
Ulvibacter,237444
Salinimicrobium,561367
Lutibacter,358023
Wenyingzhuangia,1518147
Robiginitalea,252306
Gramella,292691
Mangrovimonas,1211036
Bizionia,283785
Riemerella,34084
Winogradskyella,286104
Formosa,225842
Soonwooa,944321
Lacinutrix,291183
Ornithobacterium,28250
Imtechella,1165076
Galbibacter,379068
Arenitalea,1476424
Zhouia,561555
Kordia,221065
Gelidibacter,49279
Altibacter,1535231
Spongiibacterium,1247519
Gaetbulibacter,311207
Croceitalea,574891
Mesoflavibacter,444051
Flaviramulus,369400
Flagellimonas,444459
Croceibacter,216431
Dokdonia,326319
Eudoraea,446680
Mesonia,232115
Tamlana,393005
Pseudozobellia,633413
Gillisia,244698
Cruoricaptor,1433995
Seonamhaeicola,1649495
Sediminibacter,379072
Xanthomarina,1868329
Gilvibacter,379070
Vaginella,1935184
Sinomicrobium,1434045
Cloacibacterium,501783
Jejuia,762551
Moheibacter,1572763
Chishuiella,1572663
Cryomorphaceae,246874
Owenweeksia,267986
Blattabacteriaceae,39782
Blattabacterium,34098
Candidatus Sulcia,336809
Candidatus Walczuchella,1940138
Schleiferiaceae,1333713
Schleiferia,1333716
Crocinitomicaceae,1853230
Crocinitomix,246873
Fluviicola,332102
Cytophagia,768503
Cytophagales,768507
Cytophagaceae,89373
Flectobacillus,101
Runella,105
Spirosoma,107
Anditalea,1494913
Cytophaga,978
Sporocytophaga,1011
Fibrisoma,861913
Rhodonellum,336827
Dyadobacter,120831
Ohtaekwangia,1210119
Rudanella,451373
Arsenicibacter,1914260
Leadbetterella,319458
Fibrella,861914
Emticicia,312278
Cyclobacteriaceae,563798
Cyclobacterium,68288
Algoriphagus,246875
Belliella,232244
Cecembia,1187078
Echinicola,390846
Indibacter,647744
Nitritalea,1187887
Aquiflexum,280472
Lunatimonas,1774589
Mariniradius,1245590
Microscillaceae,1937962
Eisenibacter,1937963
Microscilla,1023
Bernardetiaceae,1937968
Bernardetia,1937972
Hugenholtzia,1937999
Thermonemataceae,1853233
Thermonema,28194
Flammeovirgaceae,200667
Fulvivirga,396811
Marivirga,869806
Flammeovirga,59739
Roseivirga,290180
Reichenbachiella,156993
Fabibacter,446458
Flexithrix,70992
Nafulsella,1265689
Cesiribacter,1133570
Hymenobacteraceae,1853232
Hymenobacter,89966
Pontibacter,323449
Adhaeribacter,299566
Rufibacter,1379908
Amoebophilaceae,1501348
Candidatus Cardinium,273135
Candidatus Amoebophilus,281119
Persicobacteraceae,1853234
Persicobacter,59740
Chryseolinea,1433993
Solirubrum,1951300
Chitinophagia,1853228
Chitinophagales,1853229
Chitinophagaceae,563835
Terrimonas,296051
Chitinophaga,79328
Segetibacter,460073
Flavisolibacter,398041
Asinibacterium,1612198
Niabella,379899
Arachidicoccus,1769012
Sediminibacterium,504481
Flavihumibacter,1004301
Niastella,354354
Hydrotalea,1004300
Cnuella,1648511
Filimonas,649460
Sphingobacteriia,117747
Sphingobacteriales,200666
Sphingobacteriaceae,84566
Sphingobacterium,28453
Pedobacter,84567
Solitalea,929509
Mucilaginibacter,423349
Pseudopedobacter,1649482
Parapedobacter,416949
Olivibacter,376469
Arcticibacter,1288026
Bacteroidia,200643
Bacteroidales,171549
Prevotellaceae,171552
Prevotella,838
Alloprevotella,1283313
Prevotellamassilia,1926672
Paraprevotella,577309
Porphyromonadaceae,171551
Porphyromonas,836
Gabonibacter,1911312
Macellibacteroides,1159323
Petrimonas,307628
Lascolabacillus,1924067
Sanguibacteroides,1635148
Fermentimonas,1784836
Gabonia,1923867
Bacteroidaceae,815
Bacteroides,816
Mediterranea,1926659
Anaerorhabdus,118966
Tannerellaceae,2005525
Parabacteroides,375288
Tannerella,195950
Barnesiellaceae,2005519
Barnesiella,397864
Coprobacter,1348911
Lentimicrobiaceae,1840213
Lentimicrobium,1840214
Odoribacteraceae,1853231
Culturomica,1926651
Butyricimonas,574697
Odoribacter,283168
Rikenellaceae,171550
Millionella,1980038
Alistipes,239759
Rikenella,28138
Tidjanibacter,1929083
Mucinivorans,1611681
Phocaeicola,909656
Candidatus Symbiothrix,467084
Candidatus Azobacteroides,511434
Dysgonamonadaceae,2005520
Dysgonomonas,156973
Proteiniphilum,294702
Paludibacteraceae,2005523
Paludibacter,346096
Muribaculaceae,2005473
Muribaculum,1918540
Marinilabiliales,1970189
Marinifilaceae,1573805
Marinifilum,866673
Prolixibacteraceae,1471398
Mariniphaga,1573806
Draconibacterium,1471399
Prolixibacter,314318
Sunxiuqinia,1254401
Tangfeifania,1649501
Marinilabiliaceae,558415
Saccharicrinis,1618113
Marinilabilia,59738
Alkaliflexus,286729
Alkalitalea,1193324
Labilibacter,1849718
Anaerophaga,177399
Geofilum,1236988
Thermophagus,1434049
Salinivirgaceae,1970190
Salinivirga,1970191
Saprospiria,1937959
Saprospirales,1936988
Saprospiraceae,89374
Saprospira,1007
Aureispira,365032
Haliscomenobacteraceae,1937961
Haliscomenobacter,2349
Phaeodactylibacter,1564515
Lewinellaceae,1937960
Lewinella,70994
Bacteroidetes Order II. Incertae sedis,1100069
Rhodothermaceae,563843
Salinibacter,146918
Rhodothermus,29548
Salisaeta,689697
Chlorobi,1090
Chlorobia,191410
Chlorobiales,191411
Chlorobiaceae,191412
Chlorobium,1091
Pelodictyon,1099
Chlorobaculum,256319
Prosthecochloris,1101
Chloroherpeton,100715
Ignavibacteriae,1134404
Ignavibacteria,795747
Ignavibacteriales,795748
Ignavibacteriaceae,795749
Ignavibacterium,795750
Melioribacteraceae,1334117
Melioribacter,1134403
Fibrobacteres,65842
Fibrobacteria,204430
Fibrobacterales,218872
Fibrobacteraceae,204431
Fibrobacter,832
Chitinivibrionia,296141
Chitinivibrionales,1505233
Chitinivibrionaceae,1505234
Chitinivibrio,1505231
Gemmatimonadetes,142182
Gemmatimonadetes,219685
Gemmatimonadales,219686
Gemmatimonadaceae,219687
Gemmatimonas,173479
Candidatus Kryptonia,1855361
Candidatus Kryptonium,1855365
Candidatus Kryptobacter,1855364
Candidatus Cloacimonetes,456828
Candidatus Cloacimonas,456826
Dictyoglomi,68297
Dictyoglomia,203486
Dictyoglomales,203487
Dictyoglomaceae,203488
Dictyoglomus,13
Planctomycetes,203682
Planctomycetia,203683
Planctomycetales,112
Planctomycetaceae,126
Planctomyces,118
Blastopirellula,265487
Rubinisphaera,1649490
Planctopirus,1649480
Gimesia,1649453
Pirellula,123
Schlesneria,656899
Rhodopirellula,265488
Rubripirellula,1579505
Mariniblastus,2005380
Fuerstia,1936111
Roseimaritima,1579506
Isosphaeraceae,1763524
Isosphaera,127
Singulisphaera,466152
Paludisphaera,1763521
Gemmataceae,1914233
Gemmata,113
Fimbriiglobus,1914234
Zavarzinella,600332
Candidatus Brocadiales,1127829
Candidatus Brocadiaceae,1127830
Candidatus Brocadia,380240
Candidatus Jettenia,360731
Phycisphaerae,666505
Phycisphaerales,666506
Phycisphaeraceae,666507
Phycisphaera,666508
Chlamydiae,204428
Chlamydiia,204429
Chlamydiales,51291
Chlamydiaceae,809
Chlamydia,810
Parachlamydiales,1963360
Parachlamydiaceae,92713
Candidatus Protochlamydia,282132
Parachlamydia,83551
Neochlamydia,112987
Criblamydiaceae,412447
Criblamydia,340070
Simkaniaceae,92712
Simkania,34093
Waddliaceae,92714
Waddlia,71666
Verrucomicrobia,74201
Spartobacteria,134549
Chthoniobacterales,1836787
Chthoniobacteraceae,1836792
Chthoniobacter,295577
Candidatus Xiphinematobacter,134550
Terrimicrobium,1649503
Verrucomicrobiae,203494
Verrucomicrobiales,48461
Verrucomicrobiaceae,203557
Verrucomicrobium,2735
Prosthecobacter,48463
Haloferula,574899
Verrucomicrobia subdivision 3,134621
Pedosphaera,1032526
Rubritaleaceae,1648490
Rubritalea,361050
Akkermansiaceae,1647988
Akkermansia,239934
Opitutae,414999
Opitutales,415000
Opitutaceae,134623
Lacunisphaera,1961799
Cephaloticoccus,1849551
Didymococcus,1148783
Opitutus,178440
Puniceicoccales,415001
Puniceicoccaceae,415002
Coraliomargarita,442430
Methylacidiphilae,1955630
Methylacidiphilales,717963
Methylacidiphilaceae,717964
Methylacidiphilum,511745
Lentisphaerae,256845
Lentisphaeria,1313211
Lentisphaerales,278081
Lentisphaeraceae,566277
Lentisphaera,256846
Kiritimatiellaeota,134625
Kiritimatiellae,1921781
Kiritimatiellales,1921782
Kiritimatiellaceae,1921783
Kiritimatiella,1921784
Spirochaetes,203691
Spirochaetia,203692
Spirochaetales,136
Borreliaceae,1643685
Borrelia,138
Borreliella,64895
Spirochaetaceae,137
Spirochaeta,146
Treponema,157
Sediminispirochaeta,1911556
Sphaerochaeta,399320
Salinispira,1616789
Candidatus Marispirochaeta,1911565
Brachyspirales,1643686
Brachyspiraceae,143786
Brachyspira,29521
Leptospiraceae,170
Leptospira,171
Leptonema,32205
Turneriella,338321
Fusobacteria,32066
Fusobacteriia,203490
Fusobacteriales,203491
Leptotrichiaceae,1129771
Sebaldella,32068
Streptobacillus,34104
Leptotrichia,32067
Sneathia,168808
Caviibacter,1792239
Oceanivirga,1824856
Fusobacteriaceae,203492
Fusobacterium,848
Psychrilyobacter,623282
Cetobacterium,180162
Ilyobacter,167639
Thermodesulfobacteria,200940
Thermodesulfobacteria,67799
Thermodesulfobacteriales,188710
Thermodesulfobacteriaceae,188711
Thermodesulfobacterium,1740
Thermodesulfatator,241192
Caldimicrobium,444090
Thermosulfurimonas,1522431
Nitrospirae,40117
Nitrospira,203693
Nitrospirales,189778
Nitrospiraceae,189779
Leptospirillum,179
Nitrospira,1234
Candidatus Magnetobacterium,40118
Thermodesulfovibrio,28261
Aquificae,200783
Aquificae,187857
Aquificales,32069
Aquificaceae,64898
Hydrogenobacter,939
Thermocrinis,75905
Aquifex,2713
Hydrogenobaculum,168657
Hydrogenivirga,246263
